Player,Player_1,Player_2,Winner,Surface
Albot R.,Monteiro T.,Paire B.,Paire B.,Hard
Altmaier D.,Seyboth Wild T.,Giannessi A.,Giannessi A.,Clay
Anderson K.,Herbert P.H.,Thiem D.,Herbert P.H.,Hard
Andreev A.,Ivashka I.,Carreno Busta P.,Carreno Busta P.,Hard
Andreozzi G.,Gulbis E.,Sousa P.,Gulbis E.,Hard
Andujar P.,Haase R.,Garcia-Lopez G.,Haase R.,Hard
Aragone JC,Tiafoe F.,Nadal R.,Nadal R.,Hard
Arevalo M.,Krajinovic F.,Donskoy E.,Krajinovic F.,Hard
Arguello F.,Pouille L.,Djokovic N.,Djokovic N.,Hard
Arnaboldi A.,Tsitsipas S.,Nadal R.,Nadal R.,Hard
Auger-Aliassime F.,Tsitsipas S.,Seppi A.,Seppi A.,Hard
Avidzba A.,Kohlschreiber P.,Li Z.,Kohlschreiber P.,Hard
Bachinger M.,Garcia-Lopez G.,Schwartzman D.,Schwartzman D.,Hard
Baghdatis M.,Kohlschreiber P.,Fognini F.,Kohlschreiber P.,Hard
Bagnis F.,Mayer L.,Jarry N.,Mayer L.,Hard
Bai Y.,Cachin P.,Londero J.I.,Londero J.I.,Clay
Balazs A.,Fabbiano T.,Kubler J.,Fabbiano T.,Hard
Baldi F.,Carreno Busta P.,Fognini F.,Carreno Busta P.,Hard
Barrere G.,Seppi A.,Klizan M.,Seppi A.,Hard
Basic M.,Khachanov K.,Nishioka Y.,Khachanov K.,Hard
Basilashvili N.,Thompson J.,De Minaur A.,De Minaur A.,Hard
Basso A.,Raonic M.,Herbert P.H.,Raonic M.,Hard
Bautista Agut R.,Nishikori K.,Kudla D.,Nishikori K.,Hard
Bedene A.,Fritz T.,Isner J.,Fritz T.,Hard
Bemelmans R.,Sousa J.,Kohlschreiber P.,Sousa J.,Hard
Benchetrit E.,Struff J.L.,Ebden M.,Ebden M.,Hard
Berankis R.,Nishikori K.,Dimitrov G.,Nishikori K.,Hard
Berdych T.,Murray A.,Medvedev D.,Medvedev D.,Hard
Berlocq C.,Nishikori K.,Karlovic I.,Nishikori K.,Hard
Berrettini M.,Berdych T.,Verdasco F.,Berdych T.,Hard
Berrettini M. ,Schwartzman D.,Kudla D.,Schwartzman D.,Hard
Bolelli S.,Cecchinato M.,Stakhovsky S.,Cecchinato M.,Hard
Bolt A.,Klahn B.,Kohlschreiber P.,Kohlschreiber P.,Hard
Brands D.,Norrie C.,Fritz T.,Norrie C.,Hard
Brooksby J.,Bedene A.,Zverev A.,Zverev A.,Hard
Brown D.,Monfils G.,Dzumhur D.,Monfils G.,Hard
Bublik A.,Lajovic D.,Cuevas P.,Cuevas P.,Hard
Cachin P.,Cecchinato M.,Sandgren T.,Sandgren T.,Hard
Carballes Baena R.,Gojowczyk P.,Fognini F.,Fognini F.,Hard
Carreno Busta P.,Darcis S.,Carballes Baena R.,Darcis S.,Hard
Caruso S.,Lopez F.,Thompson J.,Thompson J.,Hard
Catarina L.,Medvedev D.,Goffin D.,Medvedev D.,Hard
Cecchinato M.,De Minaur A.,Tsonga J.W.,Tsonga J.W.,Hard
Celikbilek A.,Delbonis F.,Millman J.,Millman J.,Hard
Cerundolo F.,Goffin D.,Copil M.,Goffin D.,Hard
Chardy J.,Struff J.L.,Chardy J.,Chardy J.,Hard
Chung H.,Copil M.,Fritz T.,Fritz T.,Hard
Cilic M.,Paire B.,Simon G.,Simon G.,Hard
Clarke J.,Tomic B.,Cilic M.,Cilic M.,Hard
Copil M.,Johnson S.,Mayer L.,Mayer L.,Hard
Coppejans K.,Dimitrov G.,Tiafoe F.,Tiafoe F.,Hard
Coric B.,Anderson K.,Karlovic I.,Anderson K.,Hard
Cuevas P.,Kadhe A.,Djere L.,Djere L.,Hard
Daniel T.,Berrettini M.,Mcdonald M.,Berrettini M.,Hard
Darcis S.,Kohlschreiber P.,Berdych T.,Berdych T.,Hard
Davidovich Fokina A.,Evans D.,Ito T.,Evans D.,Hard
De Bakker T.,Pouille L.,Coric B.,Pouille L.,Hard
De Minaur A.,De Minaur A.,Popyrin A.,De Minaur A.,Hard
Del Potro J.M.,Thompson J.,Daniel T.,Thompson J.,Hard
Delbonis F.,Carreno Busta P.,Ferrer D.,Carreno Busta P.,Hard
Dellien H.,Fucsovics M.,Millman J.,Millman J.,Hard
Diez S.,Troicki V.,Carballes Baena R.,Troicki V.,Hard
Dimitrov G.,Nishioka Y.,Dimitrov G.,Dimitrov G.,Hard
Djere L.,Djokovic N.,Dzumhur D.,Djokovic N.,Hard
Djokovic N.,Jarry N.,Haase R.,Jarry N.,Hard
Djokovic N. ,Popyrin A.,Zverev M.,Popyrin A.,Hard
Domingues J.,Molleker R.,Schwartzman D.,Schwartzman D.,Hard
Donaldson J.,Eubanks C.,Basilashvili N.,Basilashvili N.,Hard
Donskoy E.,Seppi A.,Rublev A.,Rublev A.,Hard
Dubrivnyy A.,Bedene A.,Cuevas P.,Cuevas P.,Clay
Duckworth J.,Troicki V.,Tsitsipas S.,Tsitsipas S.,Hard
Dutra Silva R.,Chung H.,Herbert P.H.,Herbert P.H.,Hard
Dzumhur D.,Chardy J.,Seppi A.,Seppi A.,Hard
Ebden M.,Darcis S.,Jaziri M.,Darcis S.,Hard
Edmund K.,Albot R.,Mmoh M.,Albot R.,Hard
Ehrat S.,Cachin P.,Norrie C.,Cachin P.,Clay
Escobedo E.,Fognini F.,Bedene A.,Bedene A.,Clay
Eubanks C.,Mannarino A.,Thompson J.,Thompson J.,Hard
Evans D.,Munar J.,Bolelli S.,Munar J.,Hard
Fabbiano T.,Anderson K.,Djere L.,Anderson K.,Hard
Federer R.,Darcis S.,Karlovic I.,Karlovic I.,Hard
Federer R. ,Kyrgios N.,Raonic M.,Raonic M.,Hard
Ferrer D.,Herbert P.H.,Berdych T.,Berdych T.,Hard
Fognini F.,Berdych T.,Bautista Agut R.,Bautista Agut R.,Hard
Fratangelo B.,De Minaur A.,Seppi A.,De Minaur A.,Hard
Fritz T.,Wawrinka S.,Jarry N.,Wawrinka S.,Hard
Fucsovics M.,Bautista Agut R.,Berrettini M.,Bautista Agut R.,Hard
Gaio F.,Berdych T.,Schwartzman D.,Berdych T.,Hard
Galan D.E.,Tsitsipas S.,Berrettini M.,Tsitsipas S.,Hard
Galovic V.,Carreno Busta P.,Nishikori K.,Nishikori K.,Hard
Garcia-Lopez G.,Medvedev D.,Tsonga J.W.,Medvedev D.,Hard
Garin C.,Struff J.L.,Norrie C.,Norrie C.,Hard
Gasquet R.,Khachanov K.,Gojowczyk P.,Khachanov K.,Hard
Gaston H.,Herbert P.H.,Kudla D.,Herbert P.H.,Hard
Gerasimov E.,De Minaur A.,Thompson J.,De Minaur A.,Hard
Giannessi A.,Mayer L.,Berrettini M.,Mayer L.,Hard
Giraldo S.,Dimitrov G.,Tipsarevic J.,Dimitrov G.,Hard
Giron M.,Simon G.,De Minaur A.,De Minaur A.,Hard
Giustino L.,Darcis S.,Hoang A.,Hoang A.,Hard
Goffin D.,Norrie C.,Paire B.,Norrie C.,Hard
Gojowczyk P.,Cecchinato M.,Lajovic D.,Cecchinato M.,Hard
Gombos N.,Djere L.,Donskoy E.,Donskoy E.,Hard
Gomez L.,Munar J.,Andreozzi G.,Munar J.,Clay
Granollers M.,Struff J.L.,Statham J.,Struff J.L.,Hard
Gray A.,Djokovic N.,Nadal R.,Djokovic N.,Hard
Griekspoor T.,Harrison R.,Nishioka Y.,Nishioka Y.,Hard
Gromley C.,Marterer M.,Bedene A.,Bedene A.,Clay
Gulbis E.,Goffin D.,Berankis R.,Berankis R.,Hard
Gunneswaran P.,Anderson K.,Mannarino A.,Anderson K.,Hard
Haase R.,Donskoy E.,Karlovic I.,Karlovic I.,Hard
Halys Q.,Bolt A.,Zverev A.,Zverev A.,Hard
Hanfmann Y.,Bautista Agut R.,Cilic M.,Bautista Agut R.,Hard
Harris A.,Tsonga J.W.,Humbert U.,Tsonga J.W.,Hard
Harris L.,Rublev A.,Pouille L.,Rublev A.,Hard
Harrison R.,Simon G.,Anderson K.,Anderson K.,Hard
Herbert P.H.,Verdasco F.,Lorenzi P.,Verdasco F.,Hard
Hoang A.,Mayer L.,Sandgren T.,Sandgren T.,Hard
Huesler M.A.,Jaziri M.,Berlocq C.,Jaziri M.,Clay
Humbert U.,Berdych T.,Cecchinato M.,Berdych T.,Hard
Hurkacz H.,Rublev A.,Nishioka Y.,Nishioka Y.,Hard
Ilkel C.,Travaglia S.,Basilashvili N.,Basilashvili N.,Hard
Isner J.,Ebden M.,Andreozzi G.,Andreozzi G.,Hard
Istomin D.,De Minaur A.,Lajovic D.,De Minaur A.,Hard
Ito T.,Seppi A.,Thompson J.,Seppi A.,Hard
Ivashka I.,Mannarino A.,Lajovic D.,Lajovic D.,Hard
Janvier M.,Coric B.,Krajinovic F.,Coric B.,Hard
Jarry N.,Raonic M.,Kecmanovic M.,Raonic M.,Hard
Jaziri M.,Garcia-Lopez G.,Bautista Agut R.,Bautista Agut R.,Hard
Johnson S.,Millman J.,Tiafoe F.,Millman J.,Hard
Jubb P.,Djokovic N.,Nishikori K.,Djokovic N.,Hard
Jung J.,Querrey S.,Jaziri M.,Querrey S.,Hard
Kachmazov A.,Delbonis F.,Londero J.I.,Londero J.I.,Clay
Kadhe A.,Evans D.,Federer R.,Federer R.,Hard
Kamke T.,Jaziri M.,Cuevas P.,Cuevas P.,Clay
Karlovic I.,Pella G.,Ilkel C.,Pella G.,Hard
Kecmanovic M.,Kecmanovic M.,Mayer L.,Kecmanovic M.,Hard
Khachanov K.,Mmoh M.,Darcis S.,Darcis S.,Hard
King D.,Zverev A.,Chardy J.,Zverev A.,Hard
King K.,Ramos-Vinolas A.,Fucsovics M.,Fucsovics M.,Hard
Kirkin E.,Raonic M.,Pouille L.,Pouille L.,Hard
Klahn B.,Sandgren T.,Nishioka Y.,Nishioka Y.,Hard
Klizan M.,Albot R.,Munar J.,Munar J.,Hard
Koepfer D.,Bautista Agut R.,Murray A.,Bautista Agut R.,Hard
Kohlschreiber P.,Djokovic N.,Fucsovics M.,Djokovic N.,Hard
Kokkinakis T.,Chung H.,Klahn B.,Chung H.,Hard
Kovalik J.,Karlovic I.,Hurkacz H.,Karlovic I.,Hard
Krajinovic F.,Haase R.,Ferrer D.,Ferrer D.,Hard
Krawietz K.,Norrie C.,Fritz T.,Fritz T.,Hard
Krstin P.,Verdasco F.,Cilic M.,Cilic M.,Hard
Krueger M.,Ebden M.,Nadal R.,Nadal R.,Hard
Kubler J.,Monfils G.,Fritz T.,Fritz T.,Hard
Kudla D.,Fritz T.,Kudla D.,Kudla D.,Hard
Kuhn N.,Duckworth J.,Nadal R.,Nadal R.,Hard
Kukushkin M.,Sandgren T.,Kohlschreiber P.,Sandgren T.,Hard
Kuzmanov D.,Fucsovics M.,Coric B.,Coric B.,Hard
Kwiatkowski T.S.,Delbonis F.,Mayer L.,Delbonis F.,Clay
Kwon S.W.,Querrey S.,Herbert P.H.,Herbert P.H.,Hard
Kyrgios N.,Harrison R.,Kyrgios N.,Kyrgios N.,Hard
Laaksonen H.,Gulbis E.,Karlovic I.,Karlovic I.,Hard
Lacko L.,Kudla D.,Garcia-Lopez G.,Garcia-Lopez G.,Hard
Lajovic D.,Nishikori K.,Chardy J.,Nishikori K.,Hard
Lamasine T.,De Minaur A.,Sousa P.,De Minaur A.,Hard
Lazarov A.,Fognini F.,Mayer L.,Fognini F.,Hard
Lee D.H.,Fratangelo B.,Simon G.,Simon G.,Hard
Lenz J.,Londero J.I.,Jarry N.,Londero J.I.,Clay
Lestienne C.,Tsonga J.W.,Djokovic N.,Djokovic N.,Hard
Li Z.,Cuevas P.,Dimitrov G.,Dimitrov G.,Hard
Lin J.M.,Shapovalov D.,Daniel T.,Shapovalov D.,Hard
Londero J.I.,Kohlschreiber P.,Humbert U.,Kohlschreiber P.,Hard
Lopez F.,Nishioka Y.,Schwartzman D.,Schwartzman D.,Hard
Lopez Villasenor G.,Basilashvili N.,Tsitsipas S.,Tsitsipas S.,Hard
Lorenzi P.,Klizan M.,Popyrin A.,Klizan M.,Hard
Lu Y.H.,Paire B.,Donskoy E.,Paire B.,Hard
Maden Y.,Carreno Busta P.,Struff J.L.,Struff J.L.,Hard
Mager G.,Humbert U.,Chardy J.,Chardy J.,Hard
Mahut N.,Berdych T.,Edmund K.,Berdych T.,Hard
Majchrzak K.,Ivashka I.,Jaziri M.,Ivashka I.,Hard
Mannarino A.,Fucsovics M.,Duckworth J.,Fucsovics M.,Hard
Marterer M.,Chardy J.,Uchiyama Y.,Chardy J.,Hard
Martin A.,Wawrinka S.,Raonic M.,Raonic M.,Hard
Martinez P.,Cilic M.,Mcdonald M.,Cilic M.,Hard
Mayer L.,Djokovic N.,Basilashvili N.,Djokovic N.,Hard
Mcdonald M.,Jaziri M.,Ramanathan R.,Jaziri M.,Hard
Medvedev D.,Uchiyama Y.,Edmund K.,Uchiyama Y.,Hard
Medvedev D. ,Cuevas P.,Pella G.,Pella G.,Clay
Menendez-Maceiras A.,Gunneswaran P.,Tiafoe F.,Tiafoe F.,Hard
Miedler L.,Cuevas P.,Bagnis F.,Cuevas P.,Clay
Millman J.,Millman J.,Sandgren T.,Millman J.,Hard
Milojevic N.,Klizan M.,Tsonga J.W.,Tsonga J.W.,Hard
Mmoh M.,Gojowczyk P.,Marterer M.,Marterer M.,Hard
Molleker R.,Kudla D.,Polmans M.,Kudla D.,Hard
Monfils G.,Munar J.,Anderson K.,Anderson K.,Hard
Monteiro J.,Sonego L.,Londero J.I.,Londero J.I.,Clay
Monteiro T.,Simon G.,Querrey S.,Simon G.,Hard
Moraing M.,Djokovic N.,Medvedev D.,Djokovic N.,Hard
Moroni G.,Medvedev D.,Harris L.,Medvedev D.,Hard
Moutet C.,Mcdonald M.,Rublev A.,Mcdonald M.,Hard
Muller A.,Nadal R.,Berdych T.,Nadal R.,Hard
Munar J.,Basilashvili N.,Ramos-Vinolas A.,Basilashvili N.,Hard
Murray A.,Duckworth J.,Murray A.,Murray A.,Hard
Nadal R.,Vesely J.,Paire B.,Paire B.,Hard
Nadal R. ,Paire B.,Thiem D.,Thiem D.,Hard
Nagal S.,Martin A.,Carballes Baena R.,Carballes Baena R.,Clay
Nava E.,Federer R.,Fritz T.,Federer R.,Hard
Nishikori K.,Dimitrov G.,Millman J.,Dimitrov G.,Hard
Nishioka Y.,Karlovic I.,Auger-Aliassime F.,Karlovic I.,Hard
Norrie C.,Marterer M.,Herbert P.H.,Herbert P.H.,Hard
Novak D.,Federer R.,Istomin D.,Federer R.,Hard
O'Connell C.,Berdych T.,Bachinger M.,Berdych T.,Hard
Ofner S.,Coric B.,Darcis S.,Coric B.,Hard
Opelka R.,Mmoh M.,Gunneswaran P.,Mmoh M.,Hard
Otte O.,Basic M.,Laaksonen H.,Laaksonen H.,Hard
Paire B.,Khachanov K.,Wawrinka S.,Wawrinka S.,Hard
Paul T.,Sock J.,Bolt A.,Bolt A.,Hard
Pella G.,Raonic M.,Medvedev D.,Medvedev D.,Hard
Polansky P.,Marterer M.,Pouille L.,Pouille L.,Hard
Polmans M.,Carreno Busta P.,Vanni L.,Carreno Busta P.,Hard
Popyrin A.,Pella G.,Gojowczyk P.,Gojowczyk P.,Hard
Pospisil V.,Goffin D.,Garin C.,Goffin D.,Hard
Pouille L.,Shapovalov D.,Sousa J.,Sousa J.,Hard
Purcell M.,Gulbis E.,Hurkacz H.,Gulbis E.,Hard
Querrey S.,Andujar P.,Donskoy E.,Donskoy E.,Hard
Ramanathan R.,Copil M.,Fucsovics M.,Fucsovics M.,Hard
Ramos-Vinolas A.,Sousa J.,Norrie C.,Norrie C.,Hard
Raonic M.,Raonic M.,Bedene A.,Raonic M.,Hard
Robert S.,Londero J.I.,Pella G.,Londero J.I.,Clay
Robredo T.,Pella G.,Lorenzi P.,Pella G.,Clay
Rodionov J.,Zverev A.,Raonic M.,Raonic M.,Hard
Rola B.,Tsitsipas S.,Federer R.,Tsitsipas S.,Hard
Rosol L.,Copil M.,Granollers M.,Copil M.,Hard
Roumane R.,Giannessi A.,Schwartzman D.,Schwartzman D.,Clay
Rubin N.,Simon G.,Bolt A.,Bolt A.,Hard
Rublev A.,Daniel T.,Tsonga J.W.,Tsonga J.W.,Hard
Ruud C.,Andreozzi G.,Tsitsipas S.,Tsitsipas S.,Hard
Safwat M.,Tiafoe F.,Seppi A.,Tiafoe F.,Hard
Sakamoto P.,Dimitrov G.,Fabbiano T.,Dimitrov G.,Hard
Sakharov G.,Laaksonen H.,De Minaur A.,De Minaur A.,Hard
Sandgren T.,Rublev A.,Basilashvili N.,Basilashvili N.,Hard
Sarmiento R.,Cecchinato M.,Munar J.,Munar J.,Clay
Schnur B.,Ramos-Vinolas A.,Opelka R.,Opelka R.,Hard
Schwartzman D.,Hurkacz H.,Ivashka I.,Ivashka I.,Hard
Sela D.,Munar J.,Delbonis F.,Delbonis F.,Clay
Seppi A.,Bolelli S.,Istomin D.,Bolelli S.,Hard
Serdarusic N.,Majchrzak K.,Nishikori K.,Nishikori K.,Hard
Seyboth Wild T.,Schwartzman D.,Seppi A.,Seppi A.,Hard
Shapovalov D.,Sandgren T.,Marterer M.,Sandgren T.,Hard
Simon G.,Berankis R.,Lajovic D.,Lajovic D.,Hard
Sinner J.,Opelka R.,Isner J.,Opelka R.,Hard
Skugor F.,Popyrin A.,Thiem D.,Popyrin A.,Hard
Smith J.P.,Menendez-Maceiras A.,Chardy J.,Chardy J.,Hard
Smyczek T.,Sousa J.,Pella G.,Sousa J.,Hard
Sock J.,Fabbiano T.,Opelka R.,Fabbiano T.,Hard
Soeda G.,Kukushkin M.,Pouille L.,Pouille L.,Hard
Sonego L.,Cuevas P.,Humbert U.,Humbert U.,Hard
Sousa J.,Wawrinka S.,Bautista Agut R.,Bautista Agut R.,Hard
Sousa P.,Verdasco F.,Albot R.,Verdasco F.,Hard
Stakhovsky S.,De Minaur A.,Opelka R.,De Minaur A.,Hard
Statham J.,Bautista Agut R.,Djokovic N.,Bautista Agut R.,Hard
Stebe C.M.,Vesely J.,Harrison R.,Harrison R.,Hard
Struff J.L.,Cecchinato M.,Pella G.,Cecchinato M.,Hard
Sugita Y.,Cecchinato M.,Krajinovic F.,Krajinovic F.,Hard
Svajda Z.,Carballes Baena R.,Delbonis F.,Delbonis F.,Clay
Tabilo A.,Haase R.,Berdych T.,Berdych T.,Hard
Thiem D.,Statham J.,Chung H.,Statham J.,Hard
Thiem D. ,Gulbis E.,Wawrinka S.,Wawrinka S.,Hard
Thompson J.,Thompson J.,Bolt A.,Thompson J.,Hard
Tiafoe F.,Chung H.,Gulbis E.,Gulbis E.,Hard
Tipsarevic J.,Andreozzi G.,Travaglia S.,Travaglia S.,Hard
Tomic B.,Sandgren T.,Norrie C.,Sandgren T.,Hard
Torebko P.,Sonego L.,Andujar P.,Sonego L.,Clay
Torpegaard M.,Ramos-Vinolas A.,Dellien H.,Ramos-Vinolas A.,Clay
Travaglia S.,Ramanathan R.,Granollers M.,Ramanathan R.,Hard
Troicki V.,Ivashka I.,Simon G.,Simon G.,Hard
Trungelliti M.,Simon G.,Millman J.,Simon G.,Hard
Tseng C.H.,De Minaur A.,Nadal R.,Nadal R.,Hard
Tsitsipas S.,Vesely J.,Hoang A.,Vesely J.,Hard
Tsitsipas S. ,Sakharov G.,Marterer M.,Marterer M.,Hard
Tsonga J.W.,Tsonga J.W.,Kokkinakis T.,Tsonga J.W.,Hard
Uchiyama Y.,Uchiyama Y.,Humbert U.,Uchiyama Y.,Hard
Valkusz M.,Nishikori K.,Sousa J.,Nishikori K.,Hard
Vanni L.,Millman J.,Bautista Agut R.,Bautista Agut R.,Hard
Vatutin A.,Pouille L.,Popyrin A.,Pouille L.,Hard
Venus M.,Granollers M.,Karlovic I.,Granollers M.,Hard
Verdasco F.,Chardy J.,Kyrgios N.,Chardy J.,Hard
Vesely J.,Zayid M.S.,Garcia-Lopez G.,Garcia-Lopez G.,Hard
Vilella Martinez M.,Mahut N.,Krajinovic F.,Krajinovic F.,Hard
Viola M.,Pella G.,Ramos-Vinolas A.,Pella G.,Clay
Ward J.,Bautista Agut R.,Tsitsipas S.,Tsitsipas S.,Hard
Watanuki Y.,Harrison R.,Medvedev D.,Medvedev D.,Hard
Wawrinka S.,Nishikori K.,Medvedev D.,Nishikori K.,Hard
Weintraub A.,Carreno Busta P.,Cachin P.,Cachin P.,Clay
Wu D.,Andujar P.,Shapovalov D.,Shapovalov D.,Hard
Ymer E.,Fognini F.,Munar J.,Fognini F.,Hard
Ymer M.,Johnson S.,Seppi A.,Seppi A.,Hard
Young D.,Khachanov K.,Bautista Agut R.,Bautista Agut R.,Hard
Zapata Miralles B.,Shapovalov D.,Djokovic N.,Djokovic N.,Hard
Zayid M.S.,Tiafoe F.,Anderson K.,Tiafoe F.,Hard
Zhang Ze.,Schwartzman D.,Pella G.,Pella G.,Clay
Zhang Zh.,Kokkinakis T.,Daniel T.,Daniel T.,Hard
Zverev A.,Djere L.,Struff J.L.,Struff J.L.,Hard
Zverev A. ,Djokovic N.,Krueger M.,Djokovic N.,Hard
Zverev M.,Kecmanovic M.,Verdasco F.,Verdasco F.,Hard
,Baghdatis M.,Bemelmans R.,Baghdatis M.,Hard
,Ivashka I.,Fabbiano T.,Ivashka I.,Hard
,Kohlschreiber P.,Albot R.,Albot R.,Hard
,Hoang A.,Chardy J.,Chardy J.,Hard
,Paire B.,Berdych T.,Berdych T.,Hard
,Tsonga J.W.,Simon G.,Tsonga J.W.,Hard
,Krajinovic F.,Goffin D.,Krajinovic F.,Hard
,Granollers M.,Shapovalov D.,Shapovalov D.,Hard
,Gulbis E.,Albot R.,Albot R.,Hard
,Herbert P.H.,Ivashka I.,Herbert P.H.,Hard
,Pouille L.,Baghdatis M.,Baghdatis M.,Hard
,Krajinovic F.,Berdych T.,Berdych T.,Hard
,Herbert P.H.,Shapovalov D.,Herbert P.H.,Hard
,Baghdatis M.,Albot R.,Albot R.,Hard
,Tsonga J.W.,Chardy J.,Tsonga J.W.,Hard
,Herbert P.H.,Berdych T.,Herbert P.H.,Hard
,Tsonga J.W.,Albot R.,Tsonga J.W.,Hard
,Tsonga J.W.,Herbert P.H.,Tsonga J.W.,Hard
,Andreev A.,Ebden M.,Ebden M.,Hard
,Wawrinka S.,Copil M.,Copil M.,Hard
,Basilashvili N.,Brands D.,Brands D.,Hard
,Maden Y.,Mannarino A.,Maden Y.,Hard
,Travaglia S.,Struff J.L.,Struff J.L.,Hard
,Berrettini M.,Istomin D.,Berrettini M.,Hard
,Kuzmanov D.,Haase R.,Haase R.,Hard
,Monfils G.,Troicki V.,Monfils G.,Hard
,Basic M.,Klizan M.,Klizan M.,Hard
,Kukushkin M.,Djere L.,Kukushkin M.,Hard
,Verdasco F.,Lazarov A.,Verdasco F.,Hard
,Seppi A.,Fucsovics M.,Fucsovics M.,Hard
,Ebden M.,Bautista Agut R.,Bautista Agut R.,Hard
,Khachanov K.,Berrettini M.,Berrettini M.,Hard
,Brands D.,Klizan M.,Klizan M.,Hard
,Fucsovics M.,Maden Y.,Fucsovics M.,Hard
,Copil M.,Verdasco F.,Verdasco F.,Hard
,Haase R.,Medvedev D.,Medvedev D.,Hard
,Monfils G.,Kukushkin M.,Monfils G.,Hard
,Tsitsipas S.,Struff J.L.,Tsitsipas S.,Hard
,Bautista Agut R.,Fucsovics M.,Fucsovics M.,Hard
,Berrettini M.,Verdasco F.,Berrettini M.,Hard
,Klizan M.,Medvedev D.,Medvedev D.,Hard
,Tsitsipas S.,Monfils G.,Monfils G.,Hard
,Berrettini M.,Fucsovics M.,Fucsovics M.,Hard
,Medvedev D.,Monfils G.,Medvedev D.,Hard
,Medvedev D.,Fucsovics M.,Medvedev D.,Hard
,Sonego L.,Jarry N.,Sonego L.,Clay
,Ramos-Vinolas A.,Dutra Silva R.,Ramos-Vinolas A.,Clay
,Marterer M.,Bagnis F.,Marterer M.,Clay
,Garin C.,Auger-Aliassime F.,Garin C.,Clay
,Arevalo M.,Cuevas P.,Cuevas P.,Clay
,Daniel T.,Carballes Baena R.,Carballes Baena R.,Clay
,Lajovic D.,Mayer L.,Mayer L.,Clay
,Andreozzi G.,Bedene A.,Bedene A.,Clay
,Pella G.,Cerundolo F.,Pella G.,Clay
,Munar J.,Delbonis F.,Munar J.,Clay
,Sousa J.,Londero J.I.,Sousa J.,Clay
,Jaziri M.,Ferrer D.,Ferrer D.,Clay
,Sonego L.,Carballes Baena R.,Carballes Baena R.,Clay
,Mayer L.,Pella G.,Pella G.,Clay
,Garin C.,Cecchinato M.,Cecchinato M.,Clay
,Fognini F.,Munar J.,Munar J.,Clay
,Sousa J.,Cuevas P.,Cuevas P.,Clay
,Ferrer D.,Ramos-Vinolas A.,Ramos-Vinolas A.,Clay
,Thiem D.,Marterer M.,Thiem D.,Clay
,Bedene A.,Schwartzman D.,Schwartzman D.,Clay
,Carballes Baena R.,Cecchinato M.,Cecchinato M.,Clay
,Munar J.,Pella G.,Pella G.,Clay
,Cuevas P.,Thiem D.,Thiem D.,Clay
,Ramos-Vinolas A.,Schwartzman D.,Schwartzman D.,Clay
,Cecchinato M.,Pella G.,Cecchinato M.,Clay
,Thiem D.,Schwartzman D.,Schwartzman D.,Clay
,Schwartzman D.,Cecchinato M.,Cecchinato M.,Clay
,Tomic B.,Lacko L.,Tomic B.,Hard
,Sandgren T.,Lorenzi P.,Lorenzi P.,Hard
,Thompson J.,Rubin N.,Thompson J.,Hard
,Eubanks C.,Menendez-Maceiras A.,Eubanks C.,Hard
,Opelka R.,Mannarino A.,Opelka R.,Hard
,Ramanathan R.,Jung J.,Jung J.,Hard
,Popyrin A.,Garcia-Lopez G.,Garcia-Lopez G.,Hard
,Harrison R.,Polansky P.,Harrison R.,Hard
,Schnur B.,Lin J.M.,Schnur B.,Hard
,Harris L.,Querrey S.,Querrey S.,Hard
,Istomin D.,Mcdonald M.,Istomin D.,Hard
,Karlovic I.,Albot R.,Albot R.,Hard
,Harrison R.,Lorenzi P.,Lorenzi P.,Hard
,Eubanks C.,Thompson J.,Thompson J.,Hard
,Isner J.,Tomic B.,Isner J.,Hard
,Johnson S.,Schnur B.,Schnur B.,Hard
,Millman J.,Garcia-Lopez G.,Garcia-Lopez G.,Hard
,Opelka R.,Istomin D.,Opelka R.,Hard
,Querrey S.,Albot R.,Querrey S.,Hard
,Jung J.,Tiafoe F.,Jung J.,Hard
,Schnur B.,Lorenzi P.,Schnur B.,Hard
,Jung J.,Querrey S.,Querrey S.,Hard
,Opelka R.,Garcia-Lopez G.,Opelka R.,Hard
,Isner J.,Thompson J.,Isner J.,Hard
,Schnur B.,Querrey S.,Schnur B.,Hard
,Opelka R.,Isner J.,Opelka R.,Hard
,Opelka R.,Schnur B.,Opelka R.,Hard
,Gojowczyk P.,Seppi A.,Seppi A.,Hard
,Haase R.,Kukushkin M.,Kukushkin M.,Hard
,Wawrinka S.,Paire B.,Wawrinka S.,Hard
,Basilashvili N.,Chung H.,Basilashvili N.,Hard
,Gulbis E.,Copil M.,Gulbis E.,Hard
,Kohlschreiber P.,Raonic M.,Raonic M.,Hard
,Verdasco F.,Ebden M.,Verdasco F.,Hard
,Skugor F.,Shapovalov D.,Shapovalov D.,Hard
,Berdych T.,Simon G.,Berdych T.,Hard
,Monfils G.,Goffin D.,Monfils G.,Hard
,Herbert P.H.,Nishikori K.,Nishikori K.,Hard
,Griekspoor T.,Khachanov K.,Griekspoor T.,Hard
,Klizan M.,Fucsovics M.,Fucsovics M.,Hard
,Chardy J.,Medvedev D.,Medvedev D.,Hard
,Fabbiano T.,Tsonga J.W.,Tsonga J.W.,Hard
,Tsitsipas S.,Dzumhur D.,Dzumhur D.,Hard
