Player_1,Player_2,Winner,Surface
Hanescu V.,Srichaphan P.,Srichaphan P.,Hard
Ljubicic I.,Lee H.T.,Lee H.T.,Hard
Dupuis A.,Martin A.,Martin A.,Hard
Suzuki T.,Goldstein P.,Goldstein P.,Hard
Acasuso J.,Massu N.,Massu N.,Hard
Zabaleta M.,Tursunov D.,Tursunov D.,Hard
Hernandez O.,Hrbaty D.,Hrbaty D.,Hard
Safin M.,Enqvist T.,Enqvist T.,Hard
Reynolds B.,Peya A.,Peya A.,Hard
Robredo T.,Udomchoke D.,Robredo T.,Hard
Llodra M.,Elseneer G.,Llodra M.,Hard
Bogomolov A.,Koubek S.,Koubek S.,Hard
Schuettler R.,Seppi A.,Seppi A.,Hard
Mayer F.,Saretta F.,Mayer F.,Hard
Ferrero J.C.,Zib T.,Ferrero J.C.,Hard
Gambill J.M.,Ram R.,Gambill J.M.,Hard
Clement A.,Arthurs W.,Clement A.,Hard
Volandri F.,Hippensteel K.,Volandri F.,Hard
Heuberger I.,Nadal R.,Nadal R.,Hard
Canas G.,Vliegen K.,Canas G.,Hard
Johansson J.,Lu Y.H.,Johansson J.,Hard
Jenkins S.,Roddick A.,Roddick A.,Hard
Davydenko N.,Philippoussis M.,Davydenko N.,Hard
Horna L.,Spadea V.,Spadea V.,Hard
Bjorkman J.,Berdych T.,Berdych T.,Hard
Patience O.,Grosjean S.,Grosjean S.,Hard
Melzer J.,Carraz G.,Melzer J.,Hard
Ferreira W.,Hewitt L.,Hewitt L.,Hard
Gonzalez F.,Soderling R.,Soderling R.,Hard
Ketola T.,Morrison J.,Ketola T.,Hard
Beck K.,Ascione T.,Beck K.,Hard
Youzhny M.,Montanes A.,Youzhny M.,Hard
Carlsen K.,Arazi H.,Arazi H.,Hard
Kuerten G.,Pless K.,Pless K.,Hard
Benneteau A.,Kohlschreiber P.,Kohlschreiber P.,Hard
Chela J.I.,Mello R.,Mello R.,Hard
Nalbandian D.,van Scheppingen D.,Nalbandian D.,Hard
Lopez F.,di Pasquale A.,Lopez F.,Hard
Odesnik W.,Sanchez D.,Sanchez D.,Hard
Sanguinetti D.,Haas T.,Haas T.,Hard
Baghdatis M.,Federer R.,Federer R.,Hard
Johansson T.,Gaudio G.,Johansson T.,Hard
Srichaphan P.,Goldstein P.,Srichaphan P.,Hard
Pavel A.,Verdasco F.,Pavel A.,Hard
Tursunov D.,Santoro F.,Santoro F.,Hard
Lee H.T.,Martin A.,Lee H.T.,Hard
Saulnier C.,Kiefer N.,Kiefer N.,Hard
Kucera K.,Hrbaty D.,Hrbaty D.,Hard
Starace P.,Rochus O.,Rochus O.,Hard
Agassi A.,Mayer F.,Agassi A.,Hard
Golmard J.,Henman T.,Henman T.,Hard
Tabara M.,Fish M.,Tabara M.,Hard
Massu N.,Sargsian S.,Sargsian S.,Hard
Novak J.,Calatrava A.,Novak J.,Hard
Mathieu P.H.,Dent T.,Mathieu P.H.,Hard
Moya C.,Delic A.,Moya C.,Hard
Grosjean S.,Haas T.,Haas T.,Hard
Clement A.,Robredo T.,Robredo T.,Hard
Koubek S.,Ferrero J.C.,Koubek S.,Hard
Arazi H.,Hewitt L.,Hewitt L.,Hard
Sanchez D.,Mello R.,Mello R.,Hard
Beck K.,Pless K.,Beck K.,Hard
Berdych T.,Ketola T.,Berdych T.,Hard
Lopez F.,Kohlschreiber P.,Lopez F.,Hard
Peya A.,Enqvist T.,Peya A.,Hard
Davydenko N.,Soderling R.,Davydenko N.,Hard
Spadea V.,Melzer J.,Melzer J.,Hard
Johansson J.,Gambill J.M.,Johansson J.,Hard
Llodra M.,Seppi A.,Llodra M.,Hard
Nalbandian D.,Youzhny M.,Youzhny M.,Hard
Canas G.,Volandri F.,Canas G.,Hard
Nadal R.,Roddick A.,Roddick A.,Hard
Santoro F.,Federer R.,Federer R.,Hard
Rochus O.,Moya C.,Rochus O.,Hard
Srichaphan P.,Hrbaty D.,Hrbaty D.,Hard
Lee H.T.,Pavel A.,Pavel A.,Hard
Johansson T.,Kiefer N.,Kiefer N.,Hard
Novak J.,Agassi A.,Agassi A.,Hard
Sargsian S.,Mathieu P.H.,Sargsian S.,Hard
Tabara M.,Henman T.,Henman T.,Hard
Mello R.,Haas T.,Haas T.,Hard
Koubek S.,Johansson J.,Johansson J.,Hard
Peya A.,Robredo T.,Robredo T.,Hard
Youzhny M.,Berdych T.,Berdych T.,Hard
Llodra M.,Melzer J.,Llodra M.,Hard
Roddick A.,Canas G.,Roddick A.,Hard
Beck K.,Davydenko N.,Beck K.,Hard
Hewitt L.,Lopez F.,Hewitt L.,Hard
Kiefer N.,Henman T.,Henman T.,Hard
Hrbaty D.,Rochus O.,Hrbaty D.,Hard
Agassi A.,Sargsian S.,Agassi A.,Hard
Pavel A.,Federer R.,Federer R.,Hard
Beck K.,Hewitt L.,Hewitt L.,Hard
Haas T.,Berdych T.,Haas T.,Hard
Llodra M.,Johansson J.,Johansson J.,Hard
Roddick A.,Robredo T.,Roddick A.,Hard
Agassi A.,Federer R.,Federer R.,Hard
Hrbaty D.,Henman T.,Henman T.,Hard
Haas T.,Hewitt L.,Hewitt L.,Hard
Johansson J.,Roddick A.,Johansson J.,Hard
Hewitt L.,Johansson J.,Hewitt L.,Hard
Federer R.,Henman T.,Federer R.,Hard
Federer R.,Hewitt L.,Federer R.,Hard
Nieminen J.,Garcia-Lopez G.,Nieminen J.,Hard
Schuettler R.,Baccanello P.,Schuettler R.,Hard
Zhu B.Q.,Lu Y.H.,Lu Y.H.,Hard
Luczak P.,Dent T.,Dent T.,Hard
Parmar A.,Okun N.,Okun N.,Hard
Kim K.,Burgsmuller L.,Kim K.,Hard
Gimelstob J.,Ferrero J.C.,Ferrero J.C.,Hard
Youzhny M.,Heuberger I.,Youzhny M.,Hard
Sanguinetti D.,Healey N.,Sanguinetti D.,Hard
Wang Y.,Hrbaty D.,Hrbaty D.,Hard
Srichaphan P.,Lisnard J.R.,Srichaphan P.,Hard
Lee H.T.,Weiner G.,Lee H.T.,Hard
Moya C.,Tsonga J.W.,Tsonga J.W.,Hard
Bogomolov A.,Safin M.,Safin M.,Hard
Amritraj P.,Lu H.,Lu H.,Hard
Nalbandian D.,Pless K.,Nalbandian D.,Hard
Schuettler R.,Youzhny M.,Youzhny M.,Hard
Kim K.,Ferrero J.C.,Kim K.,Hard
Hrbaty D.,Sanguinetti D.,Hrbaty D.,Hard
Nieminen J.,Dent T.,Nieminen J.,Hard
Lee H.T.,Tsonga J.W.,Lee H.T.,Hard
Okun N.,Srichaphan P.,Srichaphan P.,Hard
Safin M.,Lu H.,Safin M.,Hard
Nalbandian D.,Lu Y.H.,Nalbandian D.,Hard
Youzhny M.,Hrbaty D.,Youzhny M.,Hard
Srichaphan P.,Lee H.T.,Srichaphan P.,Hard
Nalbandian D.,Nieminen J.,Nieminen J.,Hard
Safin M.,Kim K.,Safin M.,Hard
Youzhny M.,Srichaphan P.,Youzhny M.,Hard
Safin M.,Nieminen J.,Safin M.,Hard
Youzhny M.,Safin M.,Safin M.,Hard
Davydenko N.,Mantilla F.,Mantilla F.,Clay
Mathieu P.H.,Costa A.,Mathieu P.H.,Clay
Vliegen K.,Andreev I.,Andreev I.,Clay
Hernandez O.,Corretja A.,Corretja A.,Clay
di Pasquale A.,Elsner D.,di Pasquale A.,Clay
Sanchez D.,Sluiter R.,Sanchez D.,Clay
Djokovic N.,Clement A.,Djokovic N.,Clay
Mayer F.,van Scheppingen D.,Mayer F.,Clay
Starace P.,Gasquet R.,Gasquet R.,Clay
Squillari F.,Acasuso J.,Acasuso J.,Clay
Hanescu V.,Verdasco F.,Hanescu V.,Clay
Ferrer D.,Wawrinka S.,Ferrer D.,Clay
Kohlschreiber P.,Sabau R.,Kohlschreiber P.,Clay
Volandri F.,Montanes A.,Volandri F.,Clay
Koubek S.,Ionita V.,Koubek S.,Clay
Calatrava A.,Monaco J.,Calatrava A.,Clay
Andreev I.,Kohlschreiber P.,Andreev I.,Clay
Sanchez D.,Acasuso J.,Acasuso J.,Clay
Corretja A.,Mathieu P.H.,Mathieu P.H.,Clay
Calatrava A.,Mantilla F.,Mantilla F.,Clay
Volandri F.,Gasquet R.,Volandri F.,Clay
Hanescu V.,Koubek S.,Hanescu V.,Clay
di Pasquale A.,Mayer F.,Mayer F.,Clay
Ferrer D.,Djokovic N.,Ferrer D.,Clay
Mathieu P.H.,Acasuso J.,Acasuso J.,Clay
Volandri F.,Hanescu V.,Volandri F.,Clay
Mantilla F.,Andreev I.,Andreev I.,Clay
Ferrer D.,Mayer F.,Mayer F.,Clay
Acasuso J.,Volandri F.,Acasuso J.,Clay
Mayer F.,Andreev I.,Andreev I.,Clay
Andreev I.,Acasuso J.,Acasuso J.,Clay
Norman D.,Golmard J.,Golmard J.,Hard
Karlovic I.,Goldstein P.,Goldstein P.,Hard
Ancic M.,Gambill J.M.,Ancic M.,Hard
Malisse X.,Rusedski G.,Rusedski G.,Hard
Carlsen K.,Saulnier C.,Carlsen K.,Hard
Bohane A.,Blake J.,Blake J.,Hard
Odesnik W.,Phau B.,Phau B.,Hard
Delic A.,Garcia A.,Delic A.,Hard
Fish M.,Pedroso A.,Fish M.,Hard
Morrison J.,Widom T.,Morrison J.,Hard
de Chaunac S.,Stepanek R.,de Chaunac S.,Hard
Spadea V.,Falla A.,Spadea V.,Hard
Mello R.,Elseneer G.,Mello R.,Hard
Armando H.,Mirnyi M.,Armando H.,Hard
Kendrick R.,Boeker M.,Boeker M.,Hard
Salzenstein J.,Chiudinelli M.,Salzenstein J.,Hard
Delic A.,Ancic M.,Ancic M.,Hard
de Chaunac S.,Golmard J.,Golmard J.,Hard
Carlsen K.,Phau B.,Carlsen K.,Hard
Fish M.,Mello R.,Mello R.,Hard
Goldstein P.,Salzenstein J.,Salzenstein J.,Hard
Morrison J.,Armando H.,Armando H.,Hard
Rusedski G.,Boeker M.,Rusedski G.,Hard
Blake J.,Spadea V.,Spadea V.,Hard
Ancic M.,Carlsen K.,Ancic M.,Hard
Mello R.,Golmard J.,Mello R.,Hard
Armando H.,Spadea V.,Spadea V.,Hard
Rusedski G.,Salzenstein J.,Salzenstein J.,Hard
Mello R.,Ancic M.,Mello R.,Hard
Spadea V.,Salzenstein J.,Spadea V.,Hard
Mello R.,Spadea V.,Mello R.,Hard
Amritraj P.,Saretta F.,Saretta F.,Hard
Johansson T.,Lopez F.,Johansson T.,Hard
Rosset M.,Baccanello P.,Baccanello P.,Hard
van Scheppingen D.,Djokovic N.,van Scheppingen D.,Hard
Crabb J.,Bogomolov A.,Bogomolov A.,Hard
Kohlmann M.,Morrison J.,Morrison J.,Hard
Dent T.,Gimelstob J.,Dent T.,Hard
Heuberger I.,Savolt A.,Heuberger I.,Hard
Federer R.,Thomann N.,Federer R.,Hard
Wassen R.,Andreev I.,Wassen R.,Hard
Udomchoke D.,Vanek J.,Vanek J.,Hard
Garcia A.,Iwabuchi S.,Garcia A.,Hard
Soderling R.,Levy H.,Soderling R.,Hard
Safin M.,Okun N.,Safin M.,Hard
Srichaphan P.,Chiudinelli M.,Srichaphan P.,Hard
Roddick A.,Parmar A.,Roddick A.,Hard
Baccanello P.,Soderling R.,Soderling R.,Hard
Dent T.,van Scheppingen D.,van Scheppingen D.,Hard
Safin M.,Vanek J.,Safin M.,Hard
Saretta F.,Wassen R.,Saretta F.,Hard
Federer R.,Heuberger I.,Federer R.,Hard
Johansson T.,Garcia A.,Johansson T.,Hard
Morrison J.,Roddick A.,Roddick A.,Hard
Bogomolov A.,Srichaphan P.,Srichaphan P.,Hard
Federer R.,Soderling R.,Federer R.,Hard
Johansson T.,Roddick A.,Roddick A.,Hard
van Scheppingen D.,Srichaphan P.,Srichaphan P.,Hard
Safin M.,Saretta F.,Safin M.,Hard
Srichaphan P.,Federer R.,Federer R.,Hard
Safin M.,Roddick A.,Roddick A.,Hard
Federer R.,Roddick A.,Federer R.,Hard
Patience O.,Mutis O.,Mutis O.,Clay
Acasuso J.,Falla A.,Acasuso J.,Clay
Aldi F.,Verdasco F.,Verdasco F.,Clay
di Mauro A.,Blanco G.,Blanco G.,Clay
Elsner D.,Calatrava A.,Calatrava A.,Clay
Martin A.,Ferrer D.,Ferrer D.,Clay
Kohlschreiber P.,Monaco J.,Monaco J.,Clay
Almagro N.,Nadal R.,Nadal R.,Clay
Lopez M.,Gimeno-Traver D.,Lopez M.,Clay
di Pasquale A.,Seppi A.,Seppi A.,Clay
Vliegen K.,Puerta M.,Vliegen K.,Clay
Hanescu V.,Davydenko N.,Davydenko N.,Clay
Montanes A.,Volandri F.,Volandri F.,Clay
Gasquet R.,Starace P.,Starace P.,Clay
Hernandez O.,Berdych T.,Berdych T.,Clay
Massu N.,Sanchez D.,Massu N.,Clay
Calatrava A.,Ferrer D.,Ferrer D.,Clay
Lopez M.,Davydenko N.,Davydenko N.,Clay
Verdasco F.,Monaco J.,Monaco J.,Clay
Mutis O.,Nadal R.,Mutis O.,Clay
Acasuso J.,Berdych T.,Berdych T.,Clay
Volandri F.,Blanco G.,Volandri F.,Clay
Starace P.,Massu N.,Massu N.,Clay
Vliegen K.,Seppi A.,Seppi A.,Clay
Davydenko N.,Ferrer D.,Ferrer D.,Clay
Monaco J.,Mutis O.,Monaco J.,Clay
Berdych T.,Seppi A.,Berdych T.,Clay
Massu N.,Volandri F.,Volandri F.,Clay
Berdych T.,Ferrer D.,Berdych T.,Clay
Volandri F.,Monaco J.,Volandri F.,Clay
Berdych T.,Volandri F.,Berdych T.,Clay
Hernych J.,Carlsen K.,Carlsen K.,Hard
Sanguinetti D.,Ulihrach B.,Sanguinetti D.,Hard
Garcia-Lopez G.,Canas G.,Canas G.,Hard
Lisnard J.R.,Muller G.,Muller G.,Hard
Rochus C.,Pless K.,Pless K.,Hard
Burgsmuller L.,Zeng S.X.,Burgsmuller L.,Hard
Roger-Vasselin E.,Healey N.,Roger-Vasselin E.,Hard
Zib T.,Zhu B.Q.,Zhu B.Q.,Hard
van Gemerden M.,Vacek J.,van Gemerden M.,Hard
Philippoussis M.,Weiner G.,Weiner G.,Hard
Klec I.,Gambill J.M.,Gambill J.M.,Hard
van Lottum J.,Tipsarevic J.,Tipsarevic J.,Hard
Nieminen J.,Phau B.,Nieminen J.,Hard
Arthurs W.,Lee H.T.,Arthurs W.,Hard
Lu Y.H.,Novak J.,Novak J.,Hard
Mello R.,Peya A.,Mello R.,Hard
Mello R.,Tipsarevic J.,Mello R.,Hard
Roger-Vasselin E.,Burgsmuller L.,Burgsmuller L.,Hard
Sanguinetti D.,Nieminen J.,Sanguinetti D.,Hard
Muller G.,Weiner G.,Muller G.,Hard
Gambill J.M.,Zhu B.Q.,Gambill J.M.,Hard
Carlsen K.,Arthurs W.,Carlsen K.,Hard
Pless K.,Canas G.,Canas G.,Hard
Novak J.,van Gemerden M.,Novak J.,Hard
Mello R.,Canas G.,Canas G.,Hard
Novak J.,Gambill J.M.,Novak J.,Hard
Carlsen K.,Muller G.,Carlsen K.,Hard
Sanguinetti D.,Burgsmuller L.,Burgsmuller L.,Hard
Canas G.,Novak J.,Canas G.,Hard
Burgsmuller L.,Carlsen K.,Burgsmuller L.,Hard
Burgsmuller L.,Canas G.,Canas G.,Hard
Davydenko N.,Lopez F.,Lopez F.,Carpet
Malisse X.,Hrbaty D.,Malisse X.,Carpet
Ljubicic I.,Clement A.,Ljubicic I.,Carpet
Costa A.,Bjorkman J.,Bjorkman J.,Carpet
Sluiter R.,Ferrer D.,Ferrer D.,Carpet
Robredo T.,Soderling R.,Soderling R.,Carpet
Youzhny M.,Horna L.,Youzhny M.,Carpet
Mirnyi M.,Ancic M.,Mirnyi M.,Carpet
Ginepri R.,Spadea V.,Spadea V.,Carpet
Massu N.,Calleri A.,Calleri A.,Carpet
Mathieu P.H.,Stepanek R.,Stepanek R.,Carpet
Ferrero J.C.,Sargsian S.,Ferrero J.C.,Carpet
Johansson J.,Monaco J.,Johansson J.,Carpet
Melzer J.,Llodra M.,Melzer J.,Carpet
Nadal R.,Benneteau J.,Benneteau J.,Carpet
Schuettler R.,Arazi H.,Arazi H.,Carpet
Soderling R.,Lopez F.,Soderling R.,Carpet
Bjorkman J.,Mirnyi M.,Bjorkman J.,Carpet
Malisse X.,Stepanek R.,Malisse X.,Carpet
Ljubicic I.,Spadea V.,Spadea V.,Carpet
Youzhny M.,Calleri A.,Youzhny M.,Carpet
Ferrer D.,Ferrero J.C.,Ferrer D.,Carpet
Benneteau J.,Johansson J.,Johansson J.,Carpet
Melzer J.,Arazi H.,Melzer J.,Carpet
Malisse X.,Youzhny M.,Malisse X.,Carpet
Soderling R.,Johansson J.,Soderling R.,Carpet
Bjorkman J.,Ferrer D.,Ferrer D.,Carpet
Melzer J.,Spadea V.,Spadea V.,Carpet
Malisse X.,Ferrer D.,Malisse X.,Carpet
Soderling R.,Spadea V.,Soderling R.,Carpet
Malisse X.,Soderling R.,Soderling R.,Carpet
Levy H.,Lu Y.H.,Levy H.,Hard
Garcia A.,Suzuki T.,Suzuki T.,Hard
Bogomolov A.,Tipsarevic J.,Bogomolov A.,Hard
Philippoussis M.,Zib T.,Zib T.,Hard
Arthurs W.,Lisnard J.R.,Arthurs W.,Hard
Wang Y.T.,Morrison J.,Wang Y.T.,Hard
Pless K.,Thomann N.,Thomann N.,Hard
Motomura G.,Weiner G.,Motomura G.,Hard
Gimelstob J.,Rochus C.,Gimelstob J.,Hard
Iwami T.,Phau B.,Phau B.,Hard
Ulihrach B.,Okun N.,Ulihrach B.,Hard
Garcia-Lopez G.,Burgsmuller L.,Garcia-Lopez G.,Hard
Chiudinelli M.,Peya A.,Chiudinelli M.,Hard
Saretta F.,Vacek J.,Saretta F.,Hard
Kohlmann M.,Carlsen K.,Kohlmann M.,Hard
Iwabuchi S.,Terachi T.,Terachi T.,Hard
Suzuki T.,Hernych J.,Suzuki T.,Hard
Thomann N.,Saulnier C.,Saulnier C.,Hard
Bogomolov A.,Muller G.,Muller G.,Hard
Zib T.,Dent T.,Dent T.,Hard
Arthurs W.,Lee H.T.,Lee H.T.,Hard
Motomura G.,Hewitt L.,Hewitt L.,Hard
Johansson T.,Gimelstob J.,Johansson T.,Hard
Wang Y.T.,Nalbandian D.,Nalbandian D.,Hard
Pavel A.,Phau B.,Phau B.,Hard
Gambill J.M.,Terachi T.,Gambill J.M.,Hard
Garcia-Lopez G.,Novak J.,Novak J.,Hard
Ulihrach B.,Nieminen J.,Ulihrach B.,Hard
Mello R.,Saretta F.,Mello R.,Hard
Srichaphan P.,Levy H.,Srichaphan P.,Hard
Kohlmann M.,Canas G.,Kohlmann M.,Hard
Chiudinelli M.,van Scheppingen D.,Chiudinelli M.,Hard
Suzuki T.,Hewitt L.,Hewitt L.,Hard
Saulnier C.,Johansson T.,Saulnier C.,Hard
Lee H.T.,Dent T.,Dent T.,Hard
Muller G.,Nalbandian D.,Muller G.,Hard
Phau B.,Gambill J.M.,Phau B.,Hard
Novak J.,Mello R.,Novak J.,Hard
Chiudinelli M.,Srichaphan P.,Srichaphan P.,Hard
Ulihrach B.,Kohlmann M.,Ulihrach B.,Hard
Srichaphan P.,Novak J.,Novak J.,Hard
Hewitt L.,Saulnier C.,Hewitt L.,Hard
Phau B.,Ulihrach B.,Ulihrach B.,Hard
Muller G.,Dent T.,Dent T.,Hard
Dent T.,Ulihrach B.,Dent T.,Hard
Hewitt L.,Novak J.,Novak J.,Hard
Dent T.,Novak J.,Novak J.,Hard
Ascione T.,Dupuis A.,Dupuis A.,Hard
Gasquet R.,van Scheppingen D.,Gasquet R.,Hard
Rochus C.,Morrison J.,Morrison J.,Hard
Mutis O.,Mahut N.,Mutis O.,Hard
Patience O.,Kohlschreiber P.,Patience O.,Hard
Sluiter R.,Garcia A.,Sluiter R.,Hard
Benneteau J.,Gambill J.M.,Benneteau J.,Hard
Clement A.,Muller G.,Clement A.,Hard
Rochus O.,Corretja A.,Corretja A.,Hard
Simon G.,Gicquel M.,Gicquel M.,Hard
Haehnel J.,Acasuso J.,Haehnel J.,Hard
Ljubicic I.,Hanescu V.,Ljubicic I.,Hard
Vliegen K.,Mathieu P.H.,Mathieu P.H.,Hard
Serra F.,Monaco J.,Serra F.,Hard
Carraz G.,Arthurs W.,Carraz G.,Hard
Malisse X.,Monfils G.,Monfils G.,Hard
Clement A.,Mutis O.,Clement A.,Hard
Gasquet R.,Dupuis A.,Gasquet R.,Hard
Gicquel M.,Haehnel J.,Haehnel J.,Hard
Ljubicic I.,Sluiter R.,Ljubicic I.,Hard
Corretja A.,Carraz G.,Corretja A.,Hard
Serra F.,Mathieu P.H.,Mathieu P.H.,Hard
Monfils G.,Patience O.,Monfils G.,Hard
Morrison J.,Benneteau J.,Morrison J.,Hard
Monfils G.,Gasquet R.,Gasquet R.,Hard
Haehnel J.,Clement A.,Haehnel J.,Hard
Ljubicic I.,Mathieu P.H.,Mathieu P.H.,Hard
Morrison J.,Corretja A.,Morrison J.,Hard
Gasquet R.,Morrison J.,Gasquet R.,Hard
Haehnel J.,Mathieu P.H.,Haehnel J.,Hard
Gasquet R.,Haehnel J.,Haehnel J.,Hard
Hernych J.,Johansson J.,Johansson J.,Carpet
Kunitsyn I.,Berdych T.,Kunitsyn I.,Carpet
Rusedski G.,Karlovic I.,Rusedski G.,Carpet
Safin M.,Mirnyi M.,Safin M.,Carpet
Sargsian S.,Gabashvili T.,Sargsian S.,Carpet
Heuberger I.,Beck K.,Beck K.,Carpet
Carlsen K.,Pless K.,Carlsen K.,Carpet
Davydenko N.,Stakhovsky S.,Davydenko N.,Carpet
Johansson T.,Hrbaty D.,Hrbaty D.,Carpet
Stoliarov A.,Saulnier C.,Saulnier C.,Carpet
Labadze I.,Stepanek R.,Stepanek R.,Carpet
Elseneer G.,Voltchkov V.,Voltchkov V.,Carpet
Youzhny M.,Rosset M.,Youzhny M.,Carpet
Andreev I.,Spadea V.,Andreev I.,Carpet
Sanchez D.,Bjorkman J.,Bjorkman J.,Carpet
Soderling R.,Volandri F.,Volandri F.,Carpet
Davydenko N.,Sargsian S.,Davydenko N.,Carpet
Johansson J.,Saulnier C.,Johansson J.,Carpet
Kunitsyn I.,Beck K.,Kunitsyn I.,Carpet
Safin M.,Stepanek R.,Stepanek R.,Carpet
Andreev I.,Carlsen K.,Carlsen K.,Carpet
Voltchkov V.,Hrbaty D.,Hrbaty D.,Carpet
Rusedski G.,Volandri F.,Rusedski G.,Carpet
Bjorkman J.,Youzhny M.,Youzhny M.,Carpet
Davydenko N.,Stepanek R.,Davydenko N.,Carpet
Hrbaty D.,Kunitsyn I.,Hrbaty D.,Carpet
Johansson J.,Rusedski G.,Rusedski G.,Carpet
Youzhny M.,Carlsen K.,Youzhny M.,Carpet
Youzhny M.,Davydenko N.,Davydenko N.,Carpet
Rusedski G.,Hrbaty D.,Rusedski G.,Carpet
Davydenko N.,Rusedski G.,Davydenko N.,Carpet
Canas G.,Knowle J.,Canas G.,Hard
Tipsarevic J.,de Voest R.,de Voest R.,Hard
Starace P.,Ginepri R.,Ginepri R.,Hard
Calleri A.,Lopez F.,Lopez F.,Hard
Mayer F.,Chela J.I.,Mayer F.,Hard
Haas T.,Moodie W.,Haas T.,Hard
Ferrer D.,Horna L.,Horna L.,Hard
Koubek S.,Martin A.,Koubek S.,Hard
Massu N.,Kucera K.,Massu N.,Hard
Nalbandian D.,Seppi A.,Nalbandian D.,Hard
Zabaleta M.,Sanguinetti D.,Sanguinetti D.,Hard
Dent T.,Gruber K.,Dent T.,Hard
Peya A.,Weiner G.,Peya A.,Hard
Melzer J.,Schuettler R.,Schuettler R.,Hard
Costa A.,Srichaphan P.,Srichaphan P.,Hard
Enqvist T.,Ulihrach B.,Ulihrach B.,Hard
Canas G.,Dent T.,Canas G.,Hard
Srichaphan P.,Ginepri R.,Ginepri R.,Hard
Mayer F.,Haas T.,Haas T.,Hard
Lopez F.,Ulihrach B.,Lopez F.,Hard
Massu N.,de Voest R.,Massu N.,Hard
Koubek S.,Nalbandian D.,Nalbandian D.,Hard
Peya A.,Sanguinetti D.,Sanguinetti D.,Hard
Horna L.,Schuettler R.,Schuettler R.,Hard
Nalbandian D.,Canas G.,Canas G.,Hard
Ginepri R.,Haas T.,Haas T.,Hard
Lopez F.,Schuettler R.,Lopez F.,Hard
Sanguinetti D.,Massu N.,Sanguinetti D.,Hard
Haas T.,Canas G.,Canas G.,Hard
Sanguinetti D.,Lopez F.,Lopez F.,Hard
Lopez F.,Canas G.,Lopez F.,Hard
Mayer F.,Soderling R.,Soderling R.,Hard
Arazi H.,Horna L.,Horna L.,Hard
Rascon T.,Ginepri R.,Ginepri R.,Hard
Schalken S.,Koubek S.,Koubek S.,Hard
Ferrer D.,Corretja A.,Corretja A.,Hard
Sanchez D.,Mirnyi M.,Mirnyi M.,Hard
Calleri A.,Dupuis A.,Dupuis A.,Hard
Labadze I.,Costa A.,Costa A.,Hard
Ancic M.,Fish M.,Fish M.,Hard
Haas T.,Malisse X.,Haas T.,Hard
Youzhny M.,Dent T.,Dent T.,Hard
Verdasco F.,Bjorkman J.,Verdasco F.,Hard
Berdych T.,Ljubicic I.,Ljubicic I.,Hard
Nadal R.,Sanguinetti D.,Nadal R.,Hard
Vliegen K.,Canas G.,Canas G.,Hard
Karlovic I.,Lopez F.,Lopez F.,Hard
Chela J.I.,Dupuis A.,Dupuis A.,Hard
Fish M.,Pavel A.,Pavel A.,Hard
Mirnyi M.,Agassi A.,Agassi A.,Hard
Soderling R.,Nalbandian D.,Nalbandian D.,Hard
Corretja A.,Srichaphan P.,Srichaphan P.,Hard
Dent T.,Massu N.,Dent T.,Hard
Gonzalez F.,Koubek S.,Koubek S.,Hard
Schuettler R.,Ljubicic I.,Ljubicic I.,Hard
Henman T.,Costa A.,Henman T.,Hard
Novak J.,Haas T.,Haas T.,Hard
Lopez F.,Safin M.,Safin M.,Hard
Canas G.,Johansson J.,Johansson J.,Hard
Ferrero J.C.,Horna L.,Horna L.,Hard
Verdasco F.,Hrbaty D.,Verdasco F.,Hard
Nadal R.,Spadea V.,Spadea V.,Hard
Ginepri R.,Robredo T.,Robredo T.,Hard
Ljubicic I.,Henman T.,Ljubicic I.,Hard
Haas T.,Dent T.,Dent T.,Hard
Johansson J.,Dupuis A.,Johansson J.,Hard
Pavel A.,Horna L.,Horna L.,Hard
Verdasco F.,Robredo T.,Robredo T.,Hard
Srichaphan P.,Nalbandian D.,Nalbandian D.,Hard
Spadea V.,Agassi A.,Agassi A.,Hard
Safin M.,Koubek S.,Safin M.,Hard
Ljubicic I.,Johansson J.,Ljubicic I.,Hard
Nalbandian D.,Dent T.,Nalbandian D.,Hard
Agassi A.,Robredo T.,Agassi A.,Hard
Safin M.,Horna L.,Safin M.,Hard
Nalbandian D.,Ljubicic I.,Nalbandian D.,Hard
Agassi A.,Safin M.,Safin M.,Hard
Nalbandian D.,Safin M.,Safin M.,Hard
Mayer F.,Novak J.,Novak J.,Carpet
Robredo T.,Wawrinka S.,Robredo T.,Carpet
Srichaphan P.,Koubek S.,Koubek S.,Carpet
Ulihrach B.,Horna L.,Ulihrach B.,Carpet
Heuberger I.,Dent T.,Heuberger I.,Carpet
Hanescu V.,Zabaleta M.,Zabaleta M.,Carpet
Norman D.,Gaudio G.,Gaudio G.,Carpet
Haehnel J.,Gonzalez F.,Haehnel J.,Carpet
Dupuis A.,Henman T.,Henman T.,Carpet
Ljubicic I.,Chela J.I.,Ljubicic I.,Carpet
Ancic M.,Nalbandian D.,Nalbandian D.,Carpet
Starace P.,Moodie W.,Moodie W.,Carpet
Massu N.,Kratochvil M.,Massu N.,Carpet
Spadea V.,Volandri F.,Spadea V.,Carpet
Nadal R.,Schuettler R.,Schuettler R.,Carpet
Chiudinelli M.,Montanes A.,Chiudinelli M.,Carpet
